Initialising...
Starting CloudSim version 3.0
Datacenter_0 is starting...
Datacenter_1 is starting...
Broker1 is starting...
Entities started.
0.0: Broker1: Cloud Resource List received with 2 resource(s)
0.0: Broker1: Trying to Create VM #446 in Datacenter_0
0.0: Broker1: Trying to Create VM #473 in Datacenter_0
0.0: Broker1: Trying to Create VM #487 in Datacenter_0
0.0: Broker1: Trying to Create VM #561 in Datacenter_0
0.0: Broker1: Trying to Create VM #312 in Datacenter_0
0.0: Broker1: Trying to Create VM #469 in Datacenter_0
0.0: Broker1: Trying to Create VM #201 in Datacenter_0
0.0: Broker1: Trying to Create VM #322 in Datacenter_0
0.0: Broker1: Trying to Create VM #559 in Datacenter_0
0.0: Broker1: Trying to Create VM #460 in Datacenter_0
0.0: Broker1: Trying to Create VM #199 in Datacenter_0
0.0: Broker1: Trying to Create VM #403 in Datacenter_0
0.0: Broker1: Trying to Create VM #535 in Datacenter_0
0.0: Broker1: Trying to Create VM #325 in Datacenter_0
0.0: Broker1: Trying to Create VM #230 in Datacenter_0
0.0: Broker1: Trying to Create VM #257 in Datacenter_0
0.0: Broker1: Trying to Create VM #157 in Datacenter_0
0.0: Broker1: Trying to Create VM #129 in Datacenter_0
0.0: Broker1: Trying to Create VM #130 in Datacenter_0
0.0: Broker1: Trying to Create VM #525 in Datacenter_0
0.0: Broker1: Trying to Create VM #319 in Datacenter_0
0.0: Broker1: Trying to Create VM #434 in Datacenter_0
0.0: Broker1: Trying to Create VM #176 in Datacenter_0
0.0: Broker1: Trying to Create VM #458 in Datacenter_0
0.0: Broker1: Trying to Create VM #380 in Datacenter_0
0.0: Broker1: Trying to Create VM #466 in Datacenter_0
0.0: Broker1: Trying to Create VM #354 in Datacenter_0
0.0: Broker1: Trying to Create VM #228 in Datacenter_0
0.0: Broker1: Trying to Create VM #55 in Datacenter_0
0.0: Broker1: Trying to Create VM #577 in Datacenter_0
0.0: Broker1: Trying to Create VM #335 in Datacenter_0
0.0: Broker1: Trying to Create VM #414 in Datacenter_0
0.0: Broker1: Trying to Create VM #565 in Datacenter_0
0.0: Broker1: Trying to Create VM #419 in Datacenter_0
0.0: Broker1: Trying to Create VM #410 in Datacenter_0
0.0: Broker1: Trying to Create VM #128 in Datacenter_0
0.0: Broker1: Trying to Create VM #255 in Datacenter_0
0.0: Broker1: Trying to Create VM #320 in Datacenter_0
0.0: Broker1: Trying to Create VM #36 in Datacenter_0
0.0: Broker1: Trying to Create VM #591 in Datacenter_0
0.0: Broker1: Trying to Create VM #123 in Datacenter_0
0.0: Broker1: Trying to Create VM #413 in Datacenter_0
0.0: Broker1: Trying to Create VM #555 in Datacenter_0
0.0: Broker1: Trying to Create VM #267 in Datacenter_0
0.0: Broker1: Trying to Create VM #393 in Datacenter_0
0.0: Broker1: Trying to Create VM #223 in Datacenter_0
0.0: Broker1: Trying to Create VM #558 in Datacenter_0
0.0: Broker1: Trying to Create VM #68 in Datacenter_0
0.0: Broker1: Trying to Create VM #501 in Datacenter_0
0.0: Broker1: Trying to Create VM #583 in Datacenter_0
0.0: Broker1: Trying to Create VM #340 in Datacenter_0
0.0: Broker1: Trying to Create VM #456 in Datacenter_0
0.0: Broker1: Trying to Create VM #443 in Datacenter_0
0.0: Broker1: Trying to Create VM #349 in Datacenter_0
0.0: Broker1: Trying to Create VM #259 in Datacenter_0
0.0: Broker1: Trying to Create VM #258 in Datacenter_0
0.0: Broker1: Trying to Create VM #138 in Datacenter_0
0.0: Broker1: Trying to Create VM #357 in Datacenter_0
0.0: Broker1: Trying to Create VM #449 in Datacenter_0
0.0: Broker1: Trying to Create VM #274 in Datacenter_0
0.0: Broker1: Trying to Create VM #21 in Datacenter_0
0.0: Broker1: Trying to Create VM #598 in Datacenter_0
0.0: Broker1: Trying to Create VM #58 in Datacenter_0
0.0: Broker1: Trying to Create VM #432 in Datacenter_0
0.0: Broker1: Trying to Create VM #145 in Datacenter_0
0.0: Broker1: Trying to Create VM #243 in Datacenter_0
0.0: Broker1: Trying to Create VM #594 in Datacenter_0
0.0: Broker1: Trying to Create VM #491 in Datacenter_0
0.0: Broker1: Trying to Create VM #323 in Datacenter_0
0.0: Broker1: Trying to Create VM #51 in Datacenter_0
0.0: Broker1: Trying to Create VM #29 in Datacenter_0
0.0: Broker1: Trying to Create VM #191 in Datacenter_0
0.0: Broker1: Trying to Create VM #390 in Datacenter_0
0.0: Broker1: Trying to Create VM #404 in Datacenter_0
0.0: Broker1: Trying to Create VM #31 in Datacenter_0
0.0: Broker1: Trying to Create VM #114 in Datacenter_0
0.0: Broker1: Trying to Create VM #111 in Datacenter_0
0.0: Broker1: Trying to Create VM #149 in Datacenter_0
0.0: Broker1: Trying to Create VM #392 in Datacenter_0
0.0: Broker1: Trying to Create VM #385 in Datacenter_0
0.0: Broker1: Trying to Create VM #262 in Datacenter_0
0.0: Broker1: Trying to Create VM #368 in Datacenter_0
0.0: Broker1: Trying to Create VM #402 in Datacenter_0
0.0: Broker1: Trying to Create VM #589 in Datacenter_0
0.0: Broker1: Trying to Create VM #270 in Datacenter_0
0.0: Broker1: Trying to Create VM #63 in Datacenter_0
0.0: Broker1: Trying to Create VM #478 in Datacenter_0
0.0: Broker1: Trying to Create VM #134 in Datacenter_0
0.0: Broker1: Trying to Create VM #266 in Datacenter_0
0.0: Broker1: Trying to Create VM #53 in Datacenter_0
0.0: Broker1: Trying to Create VM #372 in Datacenter_0
0.0: Broker1: Trying to Create VM #105 in Datacenter_0
0.0: Broker1: Trying to Create VM #412 in Datacenter_0
0.0: Broker1: Trying to Create VM #67 in Datacenter_0
0.0: Broker1: Trying to Create VM #15 in Datacenter_0
0.0: Broker1: Trying to Create VM #382 in Datacenter_0
0.0: Broker1: Trying to Create VM #247 in Datacenter_0
0.0: Broker1: Trying to Create VM #279 in Datacenter_0
0.0: Broker1: Trying to Create VM #355 in Datacenter_0
0.0: Broker1: Trying to Create VM #553 in Datacenter_0
0.0: Broker1: Trying to Create VM #516 in Datacenter_0
0.0: Broker1: Trying to Create VM #592 in Datacenter_0
0.0: Broker1: Trying to Create VM #450 in Datacenter_0
0.0: Broker1: Trying to Create VM #108 in Datacenter_0
0.0: Broker1: Trying to Create VM #235 in Datacenter_0
0.0: Broker1: Trying to Create VM #398 in Datacenter_0
0.0: Broker1: Trying to Create VM #160 in Datacenter_0
0.0: Broker1: Trying to Create VM #367 in Datacenter_0
0.0: Broker1: Trying to Create VM #538 in Datacenter_0
0.0: Broker1: Trying to Create VM #345 in Datacenter_0
0.0: Broker1: Trying to Create VM #465 in Datacenter_0
0.0: Broker1: Trying to Create VM #99 in Datacenter_0
0.0: Broker1: Trying to Create VM #101 in Datacenter_0
0.0: Broker1: Trying to Create VM #271 in Datacenter_0
0.0: Broker1: Trying to Create VM #567 in Datacenter_0
0.0: Broker1: Trying to Create VM #19 in Datacenter_0
0.0: Broker1: Trying to Create VM #237 in Datacenter_0
0.0: Broker1: Trying to Create VM #423 in Datacenter_0
0.0: Broker1: Trying to Create VM #83 in Datacenter_0
0.0: Broker1: Trying to Create VM #505 in Datacenter_0
0.0: Broker1: Trying to Create VM #444 in Datacenter_0
0.0: Broker1: Trying to Create VM #483 in Datacenter_0
0.0: Broker1: Trying to Create VM #324 in Datacenter_0
0.0: Broker1: Trying to Create VM #420 in Datacenter_0
0.0: Broker1: Trying to Create VM #120 in Datacenter_0
0.0: Broker1: Trying to Create VM #166 in Datacenter_0
0.0: Broker1: Trying to Create VM #485 in Datacenter_0
0.0: Broker1: Trying to Create VM #248 in Datacenter_0
0.0: Broker1: Trying to Create VM #88 in Datacenter_0
0.0: Broker1: Trying to Create VM #362 in Datacenter_0
0.0: Broker1: Trying to Create VM #569 in Datacenter_0
0.0: Broker1: Trying to Create VM #229 in Datacenter_0
0.0: Broker1: Trying to Create VM #462 in Datacenter_0
0.0: Broker1: Trying to Create VM #217 in Datacenter_0
0.0: Broker1: Trying to Create VM #227 in Datacenter_0
0.0: Broker1: Trying to Create VM #435 in Datacenter_0
0.0: Broker1: Trying to Create VM #207 in Datacenter_0
0.0: Broker1: Trying to Create VM #468 in Datacenter_0
0.0: Broker1: Trying to Create VM #294 in Datacenter_0
0.0: Broker1: Trying to Create VM #97 in Datacenter_0
0.0: Broker1: Trying to Create VM #184 in Datacenter_0
0.0: Broker1: Trying to Create VM #492 in Datacenter_0
0.0: Broker1: Trying to Create VM #146 in Datacenter_0
0.0: Broker1: Trying to Create VM #2 in Datacenter_0
0.0: Broker1: Trying to Create VM #426 in Datacenter_0
0.0: Broker1: Trying to Create VM #22 in Datacenter_0
0.0: Broker1: Trying to Create VM #578 in Datacenter_0
0.0: Broker1: Trying to Create VM #441 in Datacenter_0
0.0: Broker1: Trying to Create VM #529 in Datacenter_0
0.0: Broker1: Trying to Create VM #9 in Datacenter_0
0.0: Broker1: Trying to Create VM #78 in Datacenter_0
0.0: Broker1: Trying to Create VM #364 in Datacenter_0
0.0: Broker1: Trying to Create VM #526 in Datacenter_0
0.0: Broker1: Trying to Create VM #459 in Datacenter_0
0.0: Broker1: Trying to Create VM #288 in Datacenter_0
0.0: Broker1: Trying to Create VM #321 in Datacenter_0
0.0: Broker1: Trying to Create VM #497 in Datacenter_0
0.0: Broker1: Trying to Create VM #546 in Datacenter_0
0.0: Broker1: Trying to Create VM #194 in Datacenter_0
0.0: Broker1: Trying to Create VM #409 in Datacenter_0
0.0: Broker1: Trying to Create VM #59 in Datacenter_0
0.0: Broker1: Trying to Create VM #442 in Datacenter_0
0.0: Broker1: Trying to Create VM #470 in Datacenter_0
0.0: Broker1: Trying to Create VM #514 in Datacenter_0
0.0: Broker1: Trying to Create VM #246 in Datacenter_0
0.0: Broker1: Trying to Create VM #136 in Datacenter_0
0.0: Broker1: Trying to Create VM #210 in Datacenter_0
0.0: Broker1: Trying to Create VM #240 in Datacenter_0
0.0: Broker1: Trying to Create VM #45 in Datacenter_0
0.0: Broker1: Trying to Create VM #285 in Datacenter_0
0.0: Broker1: Trying to Create VM #85 in Datacenter_0
0.0: Broker1: Trying to Create VM #209 in Datacenter_0
0.0: Broker1: Trying to Create VM #37 in Datacenter_0
0.0: Broker1: Trying to Create VM #54 in Datacenter_0
0.0: Broker1: Trying to Create VM #397 in Datacenter_0
0.0: Broker1: Trying to Create VM #254 in Datacenter_0
0.0: Broker1: Trying to Create VM #11 in Datacenter_0
0.0: Broker1: Trying to Create VM #331 in Datacenter_0
0.0: Broker1: Trying to Create VM #316 in Datacenter_0
0.0: Broker1: Trying to Create VM #116 in Datacenter_0
0.0: Broker1: Trying to Create VM #510 in Datacenter_0
0.0: Broker1: Trying to Create VM #351 in Datacenter_0
0.0: Broker1: Trying to Create VM #406 in Datacenter_0
0.0: Broker1: Trying to Create VM #12 in Datacenter_0
0.0: Broker1: Trying to Create VM #308 in Datacenter_0
0.0: Broker1: Trying to Create VM #544 in Datacenter_0
0.0: Broker1: Trying to Create VM #0 in Datacenter_0
0.0: Broker1: Trying to Create VM #62 in Datacenter_0
0.0: Broker1: Trying to Create VM #519 in Datacenter_0
0.0: Broker1: Trying to Create VM #173 in Datacenter_0
0.0: Broker1: Trying to Create VM #573 in Datacenter_0
0.0: Broker1: Trying to Create VM #586 in Datacenter_0
0.0: Broker1: Trying to Create VM #427 in Datacenter_0
0.0: Broker1: Trying to Create VM #46 in Datacenter_0
0.0: Broker1: Trying to Create VM #571 in Datacenter_0
0.0: Broker1: Trying to Create VM #373 in Datacenter_0
0.0: Broker1: Trying to Create VM #133 in Datacenter_0
0.0: Broker1: Trying to Create VM #537 in Datacenter_0
0.0: Broker1: Trying to Create VM #547 in Datacenter_0
0.0: Broker1: Trying to Create VM #416 in Datacenter_0
0.0: Broker1: Trying to Create VM #159 in Datacenter_0
0.0: Broker1: Trying to Create VM #515 in Datacenter_0
0.0: Broker1: Trying to Create VM #407 in Datacenter_0
0.0: Broker1: Trying to Create VM #300 in Datacenter_0
0.0: Broker1: Trying to Create VM #370 in Datacenter_0
0.0: Broker1: Trying to Create VM #198 in Datacenter_0
0.0: Broker1: Trying to Create VM #524 in Datacenter_0
0.0: Broker1: Trying to Create VM #599 in Datacenter_0
0.0: Broker1: Trying to Create VM #381 in Datacenter_0
0.0: Broker1: Trying to Create VM #448 in Datacenter_0
0.0: Broker1: Trying to Create VM #40 in Datacenter_0
0.0: Broker1: Trying to Create VM #32 in Datacenter_0
0.0: Broker1: Trying to Create VM #4 in Datacenter_0
0.0: Broker1: Trying to Create VM #72 in Datacenter_0
0.0: Broker1: Trying to Create VM #292 in Datacenter_0
0.0: Broker1: Trying to Create VM #242 in Datacenter_0
0.0: Broker1: Trying to Create VM #384 in Datacenter_0
0.0: Broker1: Trying to Create VM #421 in Datacenter_0
0.0: Broker1: Trying to Create VM #164 in Datacenter_0
0.0: Broker1: Trying to Create VM #391 in Datacenter_0
0.0: Broker1: Trying to Create VM #33 in Datacenter_0
0.0: Broker1: Trying to Create VM #295 in Datacenter_0
0.0: Broker1: Trying to Create VM #361 in Datacenter_0
0.0: Broker1: Trying to Create VM #329 in Datacenter_0
0.0: Broker1: Trying to Create VM #439 in Datacenter_0
0.0: Broker1: Trying to Create VM #34 in Datacenter_0
0.0: Broker1: Trying to Create VM #137 in Datacenter_0
0.0: Broker1: Trying to Create VM #57 in Datacenter_0
0.0: Broker1: Trying to Create VM #107 in Datacenter_0
0.0: Broker1: Trying to Create VM #30 in Datacenter_0
0.0: Broker1: Trying to Create VM #250 in Datacenter_0
0.0: Broker1: Trying to Create VM #590 in Datacenter_0
0.0: Broker1: Trying to Create VM #464 in Datacenter_0
0.0: Broker1: Trying to Create VM #447 in Datacenter_0
0.0: Broker1: Trying to Create VM #353 in Datacenter_0
0.0: Broker1: Trying to Create VM #195 in Datacenter_0
0.0: Broker1: Trying to Create VM #306 in Datacenter_0
0.0: Broker1: Trying to Create VM #486 in Datacenter_0
0.0: Broker1: Trying to Create VM #150 in Datacenter_0
0.0: Broker1: Trying to Create VM #117 in Datacenter_0
0.0: Broker1: Trying to Create VM #484 in Datacenter_0
0.0: Broker1: Trying to Create VM #314 in Datacenter_0
0.0: Broker1: Trying to Create VM #109 in Datacenter_0
0.0: Broker1: Trying to Create VM #60 in Datacenter_0
0.0: Broker1: Trying to Create VM #66 in Datacenter_0
0.0: Broker1: Trying to Create VM #493 in Datacenter_0
0.0: Broker1: Trying to Create VM #163 in Datacenter_0
0.0: Broker1: Trying to Create VM #79 in Datacenter_0
0.0: Broker1: Trying to Create VM #16 in Datacenter_0
0.0: Broker1: Trying to Create VM #503 in Datacenter_0
0.0: Broker1: Trying to Create VM #272 in Datacenter_0
0.0: Broker1: Trying to Create VM #534 in Datacenter_0
0.0: Broker1: Trying to Create VM #502 in Datacenter_0
0.0: Broker1: Trying to Create VM #118 in Datacenter_0
0.0: Broker1: Trying to Create VM #531 in Datacenter_0
0.0: Broker1: Trying to Create VM #169 in Datacenter_0
0.0: Broker1: Trying to Create VM #251 in Datacenter_0
0.0: Broker1: Trying to Create VM #264 in Datacenter_0
0.0: Broker1: Trying to Create VM #74 in Datacenter_0
0.0: Broker1: Trying to Create VM #291 in Datacenter_0
0.0: Broker1: Trying to Create VM #256 in Datacenter_0
0.0: Broker1: Trying to Create VM #153 in Datacenter_0
0.0: Broker1: Trying to Create VM #73 in Datacenter_0
0.0: Broker1: Trying to Create VM #206 in Datacenter_0
0.0: Broker1: Trying to Create VM #387 in Datacenter_0
0.0: Broker1: Trying to Create VM #276 in Datacenter_0
0.0: Broker1: Trying to Create VM #127 in Datacenter_0
0.0: Broker1: Trying to Create VM #140 in Datacenter_0
0.0: Broker1: Trying to Create VM #82 in Datacenter_0
0.0: Broker1: Trying to Create VM #518 in Datacenter_0
0.0: Broker1: Trying to Create VM #7 in Datacenter_0
0.0: Broker1: Trying to Create VM #595 in Datacenter_0
0.0: Broker1: Trying to Create VM #472 in Datacenter_0
0.0: Broker1: Trying to Create VM #490 in Datacenter_0
0.0: Broker1: Trying to Create VM #265 in Datacenter_0
0.0: Broker1: Trying to Create VM #438 in Datacenter_0
0.0: Broker1: Trying to Create VM #102 in Datacenter_0
0.0: Broker1: Trying to Create VM #189 in Datacenter_0
0.0: Broker1: Trying to Create VM #289 in Datacenter_0
0.0: Broker1: Trying to Create VM #174 in Datacenter_0
0.0: Broker1: Trying to Create VM #38 in Datacenter_0
0.0: Broker1: Trying to Create VM #234 in Datacenter_0
0.0: Broker1: Trying to Create VM #23 in Datacenter_0
0.0: Broker1: Trying to Create VM #28 in Datacenter_0
0.0: Broker1: Trying to Create VM #98 in Datacenter_0
0.0: Broker1: Trying to Create VM #214 in Datacenter_0
0.0: Broker1: Trying to Create VM #301 in Datacenter_0
0.0: Broker1: Trying to Create VM #347 in Datacenter_0
0.0: Broker1: Trying to Create VM #225 in Datacenter_0
0.0: Broker1: Trying to Create VM #358 in Datacenter_0
0.0: Broker1: Trying to Create VM #536 in Datacenter_0
0.0: Broker1: Trying to Create VM #126 in Datacenter_0
0.0: Broker1: Trying to Create VM #424 in Datacenter_0
0.0: Broker1: Trying to Create VM #596 in Datacenter_0
0.0: Broker1: Trying to Create VM #287 in Datacenter_0
0.0: Broker1: Trying to Create VM #461 in Datacenter_0
0.0: Broker1: Trying to Create VM #481 in Datacenter_0
0.0: Broker1: Trying to Create VM #575 in Datacenter_0
0.0: Broker1: Trying to Create VM #528 in Datacenter_0
0.0: Broker1: Trying to Create VM #215 in Datacenter_0
0.0: Broker1: Trying to Create VM #436 in Datacenter_0
0.0: Broker1: Trying to Create VM #378 in Datacenter_0
0.0: Broker1: Trying to Create VM #75 in Datacenter_0
0.0: Broker1: Trying to Create VM #221 in Datacenter_0
0.0: Broker1: Trying to Create VM #220 in Datacenter_0
0.0: Broker1: Trying to Create VM #506 in Datacenter_0
0.0: Broker1: Trying to Create VM #178 in Datacenter_0
0.0: Broker1: Trying to Create VM #115 in Datacenter_0
0.0: Broker1: Trying to Create VM #244 in Datacenter_0
0.0: Broker1: Trying to Create VM #476 in Datacenter_0
0.0: Broker1: Trying to Create VM #249 in Datacenter_0
0.0: Broker1: Trying to Create VM #399 in Datacenter_0
0.0: Broker1: Trying to Create VM #104 in Datacenter_0
0.0: Broker1: Trying to Create VM #158 in Datacenter_0
0.0: Broker1: Trying to Create VM #277 in Datacenter_0
0.0: Broker1: Trying to Create VM #80 in Datacenter_0
0.0: Broker1: Trying to Create VM #103 in Datacenter_0
0.0: Broker1: Trying to Create VM #395 in Datacenter_0
0.0: Broker1: Trying to Create VM #253 in Datacenter_0
0.0: Broker1: Trying to Create VM #181 in Datacenter_0
0.0: Broker1: Trying to Create VM #268 in Datacenter_0
0.0: Broker1: Trying to Create VM #90 in Datacenter_0
0.0: Broker1: Trying to Create VM #467 in Datacenter_0
0.0: Broker1: Trying to Create VM #527 in Datacenter_0
0.0: Broker1: Trying to Create VM #298 in Datacenter_0
0.0: Broker1: Trying to Create VM #297 in Datacenter_0
0.0: Broker1: Trying to Create VM #401 in Datacenter_0
0.0: Broker1: Trying to Create VM #252 in Datacenter_0
0.0: Broker1: Trying to Create VM #539 in Datacenter_0
0.0: Broker1: Trying to Create VM #313 in Datacenter_0
0.0: Broker1: Trying to Create VM #507 in Datacenter_0
0.0: Broker1: Trying to Create VM #177 in Datacenter_0
0.0: Broker1: Trying to Create VM #317 in Datacenter_0
0.0: Broker1: Trying to Create VM #433 in Datacenter_0
0.0: Broker1: Trying to Create VM #278 in Datacenter_0
0.0: Broker1: Trying to Create VM #241 in Datacenter_0
0.0: Broker1: Trying to Create VM #64 in Datacenter_0
0.0: Broker1: Trying to Create VM #309 in Datacenter_0
0.0: Broker1: Trying to Create VM #455 in Datacenter_0
0.0: Broker1: Trying to Create VM #352 in Datacenter_0
0.0: Broker1: Trying to Create VM #218 in Datacenter_0
0.0: Broker1: Trying to Create VM #425 in Datacenter_0
0.0: Broker1: Trying to Create VM #76 in Datacenter_0
0.0: Broker1: Trying to Create VM #549 in Datacenter_0
0.0: Broker1: Trying to Create VM #375 in Datacenter_0
0.0: Broker1: Trying to Create VM #180 in Datacenter_0
0.0: Broker1: Trying to Create VM #513 in Datacenter_0
0.0: Broker1: Trying to Create VM #422 in Datacenter_0
0.0: Broker1: Trying to Create VM #500 in Datacenter_0
0.0: Broker1: Trying to Create VM #282 in Datacenter_0
0.0: Broker1: Trying to Create VM #197 in Datacenter_0
0.0: Broker1: Trying to Create VM #56 in Datacenter_0
0.0: Broker1: Trying to Create VM #112 in Datacenter_0
0.0: Broker1: Trying to Create VM #47 in Datacenter_0
0.0: Broker1: Trying to Create VM #343 in Datacenter_0
0.0: Broker1: Trying to Create VM #125 in Datacenter_0
0.0: Broker1: Trying to Create VM #593 in Datacenter_0
0.0: Broker1: Trying to Create VM #327 in Datacenter_0
0.0: Broker1: Trying to Create VM #187 in Datacenter_0
0.0: Broker1: Trying to Create VM #202 in Datacenter_0
0.0: Broker1: Trying to Create VM #147 in Datacenter_0
0.0: Broker1: Trying to Create VM #175 in Datacenter_0
0.0: Broker1: Trying to Create VM #566 in Datacenter_0
0.0: Broker1: Trying to Create VM #183 in Datacenter_0
0.0: Broker1: Trying to Create VM #263 in Datacenter_0
0.0: Broker1: Trying to Create VM #411 in Datacenter_0
0.0: Broker1: Trying to Create VM #332 in Datacenter_0
0.0: Broker1: Trying to Create VM #545 in Datacenter_0
0.0: Broker1: Trying to Create VM #572 in Datacenter_0
0.0: Broker1: Trying to Create VM #383 in Datacenter_0
0.0: Broker1: Trying to Create VM #269 in Datacenter_0
0.0: Broker1: Trying to Create VM #208 in Datacenter_0
0.0: Broker1: Trying to Create VM #77 in Datacenter_0
0.0: Broker1: Trying to Create VM #172 in Datacenter_0
0.0: Broker1: Trying to Create VM #376 in Datacenter_0
0.0: Broker1: Trying to Create VM #42 in Datacenter_0
0.0: Broker1: Trying to Create VM #261 in Datacenter_0
0.0: Broker1: Trying to Create VM #86 in Datacenter_0
0.0: Broker1: Trying to Create VM #275 in Datacenter_0
0.0: Broker1: Trying to Create VM #179 in Datacenter_0
0.0: Broker1: Trying to Create VM #35 in Datacenter_0
0.0: Broker1: Trying to Create VM #165 in Datacenter_0
0.0: Broker1: Trying to Create VM #471 in Datacenter_0
0.0: Broker1: Trying to Create VM #310 in Datacenter_0
0.0: Broker1: Trying to Create VM #182 in Datacenter_0
0.0: Broker1: Trying to Create VM #474 in Datacenter_0
0.0: Broker1: Trying to Create VM #27 in Datacenter_0
0.0: Broker1: Trying to Create VM #281 in Datacenter_0
0.0: Broker1: Trying to Create VM #124 in Datacenter_0
0.0: Broker1: Trying to Create VM #185 in Datacenter_0
0.0: Broker1: Trying to Create VM #359 in Datacenter_0
0.0: Broker1: Trying to Create VM #1 in Datacenter_0
0.0: Broker1: Trying to Create VM #512 in Datacenter_0
0.0: Broker1: Trying to Create VM #374 in Datacenter_0
0.0: Broker1: Trying to Create VM #284 in Datacenter_0
